cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,primary_host_time_us,primary_device_time_us,primary_peak_allocated_bytes,primary_peak_reserved_bytes,observer_cost_ms,saved_tensor_bytes,state_vjp_calls,graph_span,dependency_radius,graph_lifetimes,feedback_operator,fallback_validation_cost_ms,fallback_validation_status
s3b-cell-9b0b3cec21d8767755ea,s3b-block-ba173cd73d0e1c5d29f5,composite_vjp,strict,4,64,256,71,26530.854,26531.81552886963,665271808,694157312,14.144852638244629,11522644.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9bb60e835530c80553a4,s3b-block-73e9fa86f8a041731cdf,composite_vjp,strict,16,64,64,70,94026.35399999999,94029.95681762695,611214336,616562688,19.308265686035156,16255060.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9c354ea3285c5de26a82,s3b-block-a55c3a89c984c8936ba5,composite_vjp,fixedpred,8,64,64,70,20217.9575,20219.508171081543,471215616,476053504,8.914999008178711,8283140.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9c5efe908acedc126fe8,s3b-block-f17b38a3987bce4706d1,isolated_layer_vjp,strict,16,256,256,71,129441.12049999999,129444.3359375,4960567296,5297405952,176.02301788330078,252584020.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9ca16332b53313e555e6,s3b-block-b476ac8f4a666adc105c,isolated_layer_vjp,fixedpred,16,256,64,71,57354.679,57358.306884765625,3710063616,3806330880,86.46146965026855,74518020.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9ce2f8052bbcbc00d2b1,s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,57294.7835,57298.166275024414,611451904,618659840,87.80400085449219,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9cee32ec303513f1780f,s3b-block-550d367ca244ec32ef93,composite_vjp,fixedpred,4,64,64,72,11424.031500000001,11425.250053405762,401669632,404750336,8.212226867675781,5989380.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,17457.455,17464.68162536621,2749224448,3011510272,41.26039218902588,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9ea73590fd2f5bc019f6,s3b-block-550d367ca244ec32ef93,stage2_baseline,fixedpred,4,64,64,72,9605.924,9607.16199874878,400840192,404750336,21.651191234588623,1174020.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9f19fee63505e5281c54,s3b-block-770f17bf150216638d72,composite_vjp,strict,8,256,64,70,50581.188500000004,50587.711334228516,2049469952,2128609280,16.534278869628906,54154836.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-a1060c9c167558d81d6b,s3b-block-1c1e8b7285564b954ea1,stage2_baseline,fixedpred,32,64,256,72,67131.08799999999,67135.15853881836,1646285312,1679818752,158.08031845092773,15809540.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a1da46f37329dbc581d8,s3b-block-2f8f2e15c6be445829b9,stage2_baseline,strict,32,256,256,72,205279.785,205282.16552734375,11297383936,11630804992,371.7053680419922,519766100.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-a2e4bf1fbdacb5e326c1,s3b-block-98eef593a40cbcdef8e7,composite_vjp,strict,32,64,64,72,183098.7175,183102.4398803711,893510656,899678208,24.864181518554688,33294420.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-a3d5c3368b4cd7af90a1,s3b-block-1fd577634741b207f982,stage2_baseline,fixedpred,4,64,64,70,9488.567500000001,9489.902019500732,400840192,404750336,21.525885581970215,1174020.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a433ce60d2636cdd48ce,s3b-block-8bd164e99139f225afc6,stage2_baseline,strict,16,64,256,70,99470.659,99473.11019897461,1614288384,1650458624,174.28591537475586,48892500.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-a4777b0956ae4bf4333a,s3b-block-2b2e9efa1f112a82e9a2,isolated_layer_vjp,fixedpred,32,256,64,71,113572.2625,113578.7239074707,7030854656,7149191168,169.0194549560547,145821188.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-a4e767d7c79b31f10a74,s3b-block-89e5aee5e8dffdf6b3ed,isolated_layer_vjp,strict,8,64,256,71,65660.339,65662.18566894531,803535872,834666496,85.84712982177734,24433236.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-a51b928dab4bbb6039c0,s3b-block-0e5b912a97aaa0188407,stage2_baseline,fixedpred,8,64,64,72,18145.214,18145.72048187256,470769152,476053504,41.26688766479492,1698308.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a54d2b30d39e1b6f1b5f,s3b-block-321102a72410315d0551,stage2_baseline,fixedpred,8,64,256,72,17731.316,17732.15389251709,807211520,836763648,41.086716651916504,5585924.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a56d936109a0df17edd1,s3b-block-ceea80bf2a91e34a5d19,stage2_baseline,fixedpred,4,256,256,71,9581.923999999999,9586.883068084717,1645437952,1855979520,21.48021936416626,9021444.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a6b27c80a806f886a8a2,s3b-block-2cf74f689f6a282264ed,composite_vjp,strict,32,256,64,72,190849.45500000002,190852.50854492188,7030656512,7161774080,25.60059356689453,255481428.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-a6c239835d611ad528e6,s3b-block-8786fb5044e20025df06,isolated_layer_vjp,fixedpred,32,256,64,70,112948.459,112952.01110839844,7030854656,7149191168,168.34197235107422,145821188.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-a6c91fa6fefd5bcf9a05,s3b-block-cbb29f5f2dc9cf1bd0d0,composite_vjp,strict,4,256,256,70,27694.559999999998,27697.36385345459,1643273728,1855979520,14.589293479919434,48111700.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,34705.909,34709.3505859375,611655168,618659840,79.00895500183105,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a79c29e9ea0e2864422f,s3b-block-7301c6b6a4a9d50fba77,isolated_layer_vjp,fixedpred,4,256,256,72,15239.1325,15244.551181793213,1644624896,1862270976,23.44642972946167,42438660.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-a948b562ef61d749b7e2,s3b-block-468115f1002de4acf41a,composite_vjp,fixedpred,32,256,256,72,74009.197,74010.86807250977,9408648704,9844031488,14.540843963623047,299339780.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ab68b728b70fa934dd78,s3b-block-8786fb5044e20025df06,stage2_baseline,fixedpred,32,256,64,70,69045.176,69048.44665527344,7030854656,7161774080,157.4587287902832,29349380.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-ac50728ca9cc0fc361e6,s3b-block-ba173cd73d0e1c5d29f5,isolated_layer_vjp,strict,4,64,256,71,31674.311999999998,31676.387786865234,664933888,694157312,37.43575096130371,11522644.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,20118.175,20121.235847473145,2753959424,3036676096,9.315145492553711,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-add3f84039c029a245f7,s3b-block-0e5b912a97aaa0188407,composite_vjp,fixedpred,8,64,64,72,20612.5085,20613.98983001709,471215616,476053504,9.249459266662598,8283140.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ae463c21b684b46c8f40,s3b-block-a828de0cbfc11c598661,stage2_baseline,strict,32,256,64,70,199992.85100000002,200006.64520263672,7513471488,7623147520,339.1399459838867,253965908.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-af6830b419e1f4dffef5,s3b-block-48bf63ad14fc2bc1ff7a,isolated_layer_vjp,fixedpred,16,256,64,72,56221.29,56228.628158569336,3710063616,3806330880,85.01704406738281,74518020.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-b25bd26d0dc2e92b9d71,s3b-block-1c1e8b7285564b954ea1,composite_vjp,fixedpred,32,64,256,72,74213.925,74215.86608886719,1651216896,1681915904,13.992515563964844,65857028.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,33893.9065,33897.5772857666,611655168,618659840,80.90053939819336,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b4397b05cd716af9e599,s3b-block-66658e6e3b8416c34d1a,composite_vjp,strict,8,256,256,71,50291.581000000006,50294.60525512695,2749949952,3003121664,16.724502563476562,116269140.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-b6581194672626285a1b,s3b-block-d5ff53aa5589df11a40e,composite_vjp,strict,4,256,256,71,27706.3835,27709.413528442383,1645712384,1853882368,14.623810768127441,48111700.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-b6982f1a16c7c9be7475,s3b-block-ee8ffa90a0acd26c78a2,composite_vjp,fixedpred,32,64,64,70,72581.0925,72585.72006225586,894660096,901775360,14.339977264404297,22045700.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-bac1940f3e8055170e1e,s3b-block-8e19192b0dad4fc3113c,isolated_layer_vjp,fixedpred,16,256,64,70,57827.7405,57834.428787231445,3710063616,3806330880,85.7405948638916,74518020.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-be1aa2eb735f5f40182d,s3b-block-2aeb2e45735b91688bf1,stage2_baseline,fixedpred,8,64,256,70,18090.107,18090.99006652832,807211520,836763648,41.73083972930908,5585924.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-be63b4e18c0172b3a9d9,s3b-block-d5ff53aa5589df11a40e,stage2_baseline,strict,4,256,256,71,24777.247,24782.42015838623,3550676992,3844079616,36.7832727432251,42664020.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,28723.2465,28728.435516357422,2748411392,3021996032,45.50339317321777,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-c03aa97d447354eec300,s3b-block-c7dd1b63aab3be279169,isolated_layer_vjp,fixedpred,32,64,64,71,113695.485,113698.95553588867,893223936,901775360,172.4233055114746,22045700.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-c0b96227e42a89a51244,s3b-block-2038cde586d1edeab33e,isolated_layer_vjp,strict,4,256,256,72,31547.11,31549.46231842041,1641952768,1858076672,36.07468795776367,48111700.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-c1d4d3a7dc1f33be202c,s3b-block-d21540cc9c7bae2324da,stage2_baseline,fixedpred,4,64,64,71,9617.4565,9618.70813369751,400840192,404750336,22.04140329360962,1174020.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-c2e235d89272f1574ea3,s3b-block-1018780e545ea1ba80e6,composite_vjp,fixedpred,32,64,256,71,75275.13149999999,75277.66799926758,1651216896,1681915904,12.936420440673828,65857028.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c2fd89c05571ed187152,s3b-block-5203a4d44e3a2f436ffe,composite_vjp,strict,32,256,64,71,185252.79200000002,185254.55474853516,7030656512,7161774080,24.435760498046875,255481428.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c376ec7c9ac96a612337,s3b-block-6bb2d4d9cc338b1ce65d,stage2_baseline,fixedpred,32,64,64,72,67804.34700000001,67808.81881713867,893427200,903872512,158.60228729248047,4844036.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-c4a6f38909e6ffa17191,s3b-block-cef43a3b51b07d739d90,composite_vjp,strict,4,64,256,72,27211.735,27214.06841278076,665271808,694157312,14.57163143157959,11522644.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c4b71a2b963d162682d1,s3b-block-66658e6e3b8416c34d1a,stage2_baseline,strict,8,256,256,71,49923.193499999994,49926.46026611328,4655277568,4936695808,86.47858619689941,110821460.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-c64633d8dbae5648283a,s3b-block-2038cde586d1edeab33e,composite_vjp,strict,4,256,256,72,27761.953,27767.383575439453,1643273728,1855979520,14.602934837341309,48111700.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c8d5708e75061134eff7,s3b-block-8dd17961dcd5ccbf7d3a,composite_vjp,strict,8,64,64,72,50344.8285,50347.042083740234,470066176,473956352,16.289669036865234,7735380.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c9bc31dfe0d5a045f1c3,s3b-block-a828de0cbfc11c598661,composite_vjp,strict,32,256,64,70,183768.05599999998,183783.43200683594,7030656512,7161774080,23.97577667236328,255481428.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-c9e1451e9256ff9d746e,s3b-block-2aeb2e45735b91688bf1,composite_vjp,fixedpred,8,64,256,70,21135.305,21128.270149230957,808997376,843055104,9.110807418823242,23782916.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-cb152c64bf9f0e48b184,s3b-block-0dcba60dfd67454824e3,stage2_baseline,fixedpred,16,256,256,71,34726.0545,34730.03005981445,4963259904,5337251840,78.80359840393066,34187268.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-cb2b7f4572eeb11d99bb,s3b-block-a55c3a89c984c8936ba5,isolated_layer_vjp,fixedpred,8,64,64,70,28901.110500000003,28902.602195739746,470565888,476053504,45.075857162475586,8283140.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-cdafef86dad427d26b64,s3b-block-248d76724a8cf4455766,stage2_baseline,fixedpred,4,64,256,70,9720.7025,9721.792697906494,669402112,696254464,21.76802635192871,3881988.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,38426.335999999996,38431.941986083984,612363776,618659840,10.866546630859375,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ceb0d61c38aee2a30063,s3b-block-8dd17961dcd5ccbf7d3a,stage2_baseline,strict,8,64,64,72,49070.271,49072.858810424805,604359680,608174080,78.43898963928223,7356500.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-cfc15d2b07083eb02f00,s3b-block-0dcba60dfd67454824e3,composite_vjp,fixedpred,16,256,256,71,39855.487,39859.901428222656,4972189184,5337251840,10.658811569213867,152539140.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-d094237feaca9cc0324a,s3b-block-64454a27a9a9c9ebfa9b,stage2_baseline,strict,32,256,256,71,204685.644,204690.8950805664,11297383936,11630804992,367.48072814941406,519766100.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-d10b0791f9f5ba231ea9,s3b-block-91d8a0b7be6b9952687d,stage2_baseline,strict,4,64,64,72,24681.3905,24682.801246643066,534224384,538968064,40.104960441589355,3096660.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-d2c28f8392cdb83fd068,s3b-block-73e9fa86f8a041731cdf,isolated_layer_vjp,strict,16,64,64,70,132568.45799999998,132571.70867919922,610876416,616562688,182.09796905517578,16255060.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-d3f22c88dffe1305db46,s3b-block-cbb29f5f2dc9cf1bd0d0,isolated_layer_vjp,strict,4,256,256,70,30797.117,30800.1070022583,1648641024,1862270976,37.23985481262207,48111700.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-d674a6b4e22f9458c9be,s3b-block-06b1f209a877adaa915d,stage2_baseline,strict,4,256,64,71,24445.438000000002,24449.111938476562,1702691840,1751121920,36.06167411804199,19084884.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-d74959523f35b352415c,s3b-block-b8065946fe637b30bb46,composite_vjp,strict,8,256,256,70,49966.957,49971.71592712402,2749949952,3007315968,15.710710525512695,116269140.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-d767cfb9519fb4fe4c65,s3b-block-50d43d8828871a666303,isolated_layer_vjp,fixedpred,32,256,64,72,115006.9155,115011.0969543457,7030854656,7149191168,174.48373413085938,145821188.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-d8c5f318f070ec527b36,s3b-block-408d0b1b8fa7bba85a56,isolated_layer_vjp,strict,16,64,64,71,128591.288,128594.970703125,610876416,616562688,184.69634628295898,16255060.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-d92c6a311e19e1536851,s3b-block-e38893f5f5eb3e81b23e,stage2_baseline,strict,8,256,256,72,49852.116500000004,49857.74612426758,4655277568,4936695808,81.33089065551758,110821460.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-dc548381b95ce41f30c9,s3b-block-5623456ecc73c4de5b83,composite_vjp,strict,16,256,256,72,95575.551,95580.0552368164,4968179712,5240782848,19.209171295166016,252584020.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,17444.682,17448.577880859375,2749224448,3011510272,40.23477554321289,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-dccaa408ec328de900ff,s3b-block-775648ac8900099a0d48,composite_vjp,strict,8,256,64,71,49457.611999999994,49460.7048034668,2049469952,2128609280,16.292686462402344,54154836.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-dccd3a812a16ca1fa8a7,s3b-block-91d8a0b7be6b9952687d,isolated_layer_vjp,strict,4,64,64,72,30462.2045,30463.81664276123,399857152,404750336,38.1662712097168,3475540.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-ddcc97841766d668c0ee,s3b-block-4fc6a712eae99f7492f7,composite_vjp,fixedpred,16,256,256,70,38223.837,38228.39164733887,4972189184,5337251840,10.903528213500977,152539140.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-de5cebbf64a3dc8a9a9a,s3b-block-48a806186e9e1f3c3fc0,stage2_baseline,strict,8,64,256,72,50171.3465,50173.44093322754,1334597120,1371537408,87.12158393859863,23071316.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-de7098846c7388a9e064,s3b-block-1fd577634741b207f982,composite_vjp,fixedpred,4,64,64,70,11474.486499999999,11474.225521087646,401669632,404750336,8.269968509674072,5989380.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-df02e92c964fa4bda342,s3b-block-fbc757a5037e1e104d06,isolated_layer_vjp,fixedpred,8,64,256,71,29477.5285,29478.68537902832,806398464,838860800,44.3343563079834,23782916.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-df4b3f986e32adbed3f5,s3b-block-7345bcc3aa1e0e6e0517,stage2_baseline,strict,8,64,256,70,50671.14,50673.03466796875,1334597120,1371537408,81.98730659484863,23071316.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-df6ce38e42428e748fde,s3b-block-b476ac8f4a666adc105c,stage2_baseline,fixedpred,16,256,64,71,35198.134999999995,35205.56831359863,3710063616,3810525184,78.18709945678711,14669316.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-e02ba81b3f8e08cf645e,s3b-block-b8065946fe637b30bb46,isolated_layer_vjp,strict,8,256,256,70,65674.799,65681.9953918457,2746531840,3032481792,83.00533676147461,116269140.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-e0859c84e14ad8f9ed75,s3b-block-7345bcc3aa1e0e6e0517,composite_vjp,strict,8,64,256,70,50866.208,50867.88749694824,804398080,836763648,16.003297805786133,24433236.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-e0884aafdbbaf9de16e9,s3b-block-6d7761e4e1ad7cdc3808,isolated_layer_vjp,fixedpred,4,256,64,70,15294.842,15297.114849090576,1220294656,1268776960,23.21589708328247,21040644.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-e0bc0376258ac2e5c28b,s3b-block-a55c3a89c984c8936ba5,stage2_baseline,fixedpred,8,64,64,70,18130.078999999998,18131.437301635742,470769152,476053504,41.71273231506348,1698308.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-e68d489875e33654cddf,s3b-block-70e5aa369c8a27e31e55,isolated_layer_vjp,fixedpred,4,256,64,72,14940.364000000001,14955.2001953125,1220294656,1268776960,22.92933416366577,21040644.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-e76ea9c50c7bee7ffa27,s3b-block-01194f62493fd247f6f1,composite_vjp,fixedpred,32,256,256,70,73979.032,73980.9684753418,9408648704,9835642880,13.716022491455078,299339780.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-e84402faac42ff8b615c,s3b-block-14bf0a93a0fbe73ff031,isolated_layer_vjp,fixedpred,16,64,256,70,57286.282,57288.76495361328,1086089728,1121976320,87.38067245483398,37807620.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-e86cb56634b6773e26ee,s3b-block-ee8ffa90a0acd26c78a2,stage2_baseline,fixedpred,32,64,64,70,68920.3195,68924.4155883789,893427200,903872512,159.14364624023438,4844036.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-e93ad5be4417e50bfbeb,s3b-block-133f61522ecc4a38e0db,isolated_layer_vjp,fixedpred,16,256,256,72,58409.9375,58413.35105895996,4962446848,5324668928,86.45221900939941,152539140.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-eab869bd2bb2b0c31144,s3b-block-1fd577634741b207f982,isolated_layer_vjp,fixedpred,4,64,64,70,14964.607,14965.916156768799,400636928,404750336,23.276136875152588,5989380.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-eaf59db10cec6857b475,s3b-block-bee85bf94778cac8d0dd,stage2_baseline,strict,4,256,64,70,24753.1005,24755.741119384766,1702691840,1749024768,36.87151908874512,19084884.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-ebafaef077603ac63e5d,s3b-block-6e6fc3d0cd92233b34cc,stage2_baseline,fixedpred,16,64,256,72,34684.704,34687.80708312988,1086902784,1119879168,80.10415840148926,8993796.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-ecc35ca43289347e025b,s3b-block-db597d2061c77097a989,stage2_baseline,strict,4,64,256,70,25017.666,25012.208938598633,1195988992,1228931072,37.45395851135254,10160724.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
